Score: 2040
 11 | 18 2 24 8 6 13 19 28 12 26 20 10 7 22 30 17 11 16 15 5 25 29 31 1 23 33 14 4 32 34 21 9 14 9 16 3 34 10 2 7 11 26 28 25 6 5 1 4 20 8 12 29 31 35 27 17 15 21 22 18 19 24 23 32
 12 | 5 1 2 11 16 24 17 26 6 32 4 20 27 3 14 31 8 7 25 10 28 15 21 13 12 19 33 22 9 29 23 18 23 24 8 10 29 13 9 19 6 34 11 1 18 30 12 22 7 28 4 14 27 35 16 20 21 26 3 17 15 2 25 5
 13 | 20 30 11 1 4 17 23 8 21 12 16 7 25 33 32 28 13 22 27 34 18 2 9 24 5 3 6 35 14 26 10 15 6 30 15 27 26 3 31 34 23 14 25 5 19 20 4 17 7 8 22 11 9 24 10 2 18 1 29 21 12 28 13 16
 14 | 20 7 23 12 24 28 32 19 9 8 2 17 3 11 31 13 18 15 1 25 4 10 22 27 29 21 33 6 16 26 30 5 8 34 31 16 29 2 12 19 11 1 14 10 21 9 3 4 24 35 30 22 7 13 17 27 26 6 15 5 18 23 20 25
 15 | 4 32 11 1 22 14 6 21 7 23 28 27 17 33 26 13 15 2 20 18 25 34 8 24 9 5 19 10 12 30 16 3 23 19 6 12 14 28 35 9 30 31 25 16 11 7 26 13 10 36 15 1 17 3 32 29 8 4 21 24 2 27 20 22
 16 | 6 18 32 23 19 13 3 25 15 2 28 5 14 27 30 11 20 33 9 34 4 10 31 21 29 16 17 8 12 1 22 7 28 18 3 12 31 2 29 13 16 9 17 22 5 8 30 1 11 25 20 27 21 26 14 7 4 19 23 15 10 32 6 24
 17 | 32 24 19 4 22 10 33 3 16 9 14 6 17 1 8 15 31 2 30 29 13 5 34 11 21 18 7 12 26 23 28 27 23 26 16 5 19 18 25 3 33 11 15 21 27 13 30 2 6 4 14 1 7 24 28 9 12 8 32 10 20 17 35 22
 18 | 13 7 33 11 3 4 2 8 21 30 6 12 22 17 1 9 25 23 18 24 15 16 20 5 27 10 28 34 19 26 32 31 23 4 1 5 22 28 9 26 12 21 11 33 14 6 15 18 3 19 20 17 27 16 29 10 2 8 7 13 25 35 30 24
 19 | 16 25 12 4 28 9 24 29 19 31 14 2 17 27 13 26 3 5 21 18 11 32 6 33 20 30 23 7 22 1 10 15 8 17 11 13 28 1 3 9 24 21 29 20 18 15 7 26 19 16 5 14 6 25 23 30 4 10 22 31 34 2 35 12
 20 | 25 21 32 5 3 11 20 8 17 28 22 12 15 16 30 7 18 26 31 23 4 24 2 1 27 9 10 33 6 29 19 13 22 5 21 18 23 9 34 17 25 35 11 2 14 7 28 30 12 3 24 16 15 1 26 29 20 8 10 27 19 13 31 6
 21 | 25 26 9 33 24 21 30 23 19 5 3 17 29 2 8 7 28 16 18 22 15 13 4 10 32 14 20 31 12 11 6 1 12 1 34 16 2 11 26 27 5 30 7 14 32 15 18 6 24 28 22 21 9 10 19 35 4 17 8 25 29 13 31 3
 22 | 24 17 8 2 12 34 35 4 9 22 11 29 30 7 27 15 10 3 28 16 6 5 19 23 25 13 20 14 21 18 1 26 36 23 8 5 16 6 18 10 34 22 15 9 27 32 2 4 14 33 28 7 20 17 12 19 13 29 24 3 1 21 31 11
 23 | 6 4 23 22 13 7 17 21 19 26 11 30 14 10 32 1 20 2 8 34 35 12 31 5 27 18 3 9 16 29 15 28 11 24 16 8 14 30 3 19 7 25 1 15 10 6 27 12 9 22 17 32 33 5 2 31 4 36 21 28 37 18 13 23
 24 | 27 11 20 8 29 26 28 2 7 5 18 12 24 16 3 14 25 30 19 6 17 13 31 22 32 1 10 4 15 21 23 9 18 11 19 21 1 10 14 7 27 5 28 26 6 33 32 23 12 2 25 16 3 22 20 17 13 8 29 9 30 24 4 15
 25 | 15 14 19 7 33 6 22 17 24 31 12 18 34 11 10 13 16 23 25 27 29 30 21 20 8 26 35 1 28 4 3 9 3 17 12 9 6 22 36 32 29 20 26 23 7 28 1 2 14 21 25 11 19 31 30 5 15 18 10 8 13 34 16 4
 26 | 4 27 30 17 29 12 26 24 2 31 9 7 15 10 18 13 5 32 25 8 23 16 14 22 19 3 11 28 1 21 6 20 21 19 1 6 10 26 18 20 23 22 11 32 24 33 15 13 8 3 16 17 12 2 7 4 28 9 14 5 27 29 25 30
 27 | 1 30 21 16 2 18 27 26 31 5 9 4 23 3 32 8 35 19 20 28 24 11 7 14 12 13 15 22 17 6 10 25 10 15 24 17 4 6 31 14 13 27 36 21 28 9 18 29 2 1 11 3 37 5 25 12 7 34 33 32 38 23 19 22
 28 | 14 26 27 29 31 21 3 23 2 33 17 1 34 19 9 8 4 22 32 28 11 16 13 6 20 7 15 10 24 12 5 25 15 17 27 6 32 4 2 28 18 35 30 29 9 21 24 11 26 3 13 25 23 7 5 22 16 1 8 12 14 34 19 10
 29 | 28 8 20 3 4 31 16 19 1 21 27 11 18 30 15 7 10 29 23 32 22 14 26 6 5 9 17 2 25 12 24 13 23 8 13 9 5 10 16 33 11 19 21 15 30 22 4 14 29 3 6 26 20 32 27 28 12 1 7 34 18 17 2 31
 30 | 4 15 19 6 12 16 2 25 5 30 10 28 18 33 23 27 11 9 24 31 1 26 7 32 14 21 22 8 29 17 20 3 10 22 25 13 7 6 23 16 9 30 34 5 17 32 18 8 20 4 2 12 3 1 19 35 24 15 29 14 26 27 11 21
 31 | 20 9 4 32 22 19 14 23 25 24 3 33 11 6 5 13 27 30 18 7 10 26 12 21 29 8 34 2 16 15 28 17 9 4 17 18 6 2 29 35 8 1 14 30 22 20 24 26 28 12 25 31 5 21 27 10 13 3 23 19 11 16 15 7
 32 | 16 17 30 6 21 5 28 12 1 31 14 13 25 20 3 8 2 9 10 26 22 19 15 29 7 4 18 23 11 24 32 33 18 22 2 4 15 24 6 25 11 10 1 3 12 14 23 19 13 34 35 20 17 29 26 8 16 31 9 7 28 27 21 30
 33 | 13 22 14 27 20 21 1 19 3 18 32 8 7 4 9 10 26 33 12 15 5 24 29 11 34 6 23 25 30 16 17 2 12 5 16 17 6 26 10 35 30 25 22 3 15 19 20 4 24 27 11 31 28 23 2 13 34 14 7 9 1 8 18 21
 34 | 23 12 27 22 2 10 11 14 1 16 19 32 6 25 8 21 5 15 9 29 20 7 13 33 3 17 24 30 18 31 4 28 17 21 3 15 1 23 30 6 34 16 11 27 25 18 14 20 2 22 5 26 19 24 4 7 13 12 8 28 31 32 10 9
 35 | 5 23 9 1 17 7 4 15 3 30 32 20 21 2 24 28 18 29 6 16 10 11 13 12 8 34 26 22 14 33 19 31 26 27 16 29 3 12 1 21 8 25 7 19 17 6 24 15 20 10 23 22 32 30 35 5 4 36 33 31 18 11 9 14
 36 | 14 8 19 17 23 28 29 4 7 5 1 15 32 31 16 12 6 3 33 13 21 26 20 10 25 27 11 18 30 22 2 9 11 17 25 27 31 6 8 22 20 5 21 4 16 12 3 28 26 23 7 1 9 34 24 14 13 2 30 29 18 15 19 10
 37 | 18 16 4 10 25 30 3 15 9 23 12 13 19 6 8 20 14 24 32 28 26 22 33 2 1 7 31 17 21 5 27 29 31 16 1 21 12 13 7 28 5 17 25 9 29 23 8 24 15 26 27 2 30 3 19 22 10 34 18 6 11 20 14 4
 38 | 16 11 4 15 33 7 26 12 6 5 24 3 14 34 31 18 25 9 27 22 13 29 28 20 10 2 21 19 1 23 17 8 21 35 15 30 25 19 10 16 20 12 22 4 28 27 5 17 6 13 11 9 33 8 29 18 32 31 23 26 1 2 7 24
 39 | 13 11 19 8 25 18 3 4 31 12 9 30 27 29 28 10 32 7 6 33 2 34 16 14 23 21 24 20 1 22 17 5 7 27 23 32 25 14 10 18 31 4 8 2 22 5 24 15 20 3 11 16 26 28 17 21 6 30 1 29 9 35 12 13
 40 | 2 27 18 8 24 3 5 17 4 16 7 10 28 33 12 32 6 25 29 15 1 26 21 34 23 11 22 30 31 20 13 19 35 18 20 14 24 7 6 28 10 16 17 9 1 29 25 3 4 31 22 32 27 8 13 23 2 19 21 12 26 11 30 15
 41 | 5 31 23 26 13 12 10 4 9 27 19 6 8 3 24 20 21 33 17 2 25 7 15 22 28 14 1 11 18 32 29 16 26 31 33 16 1 5 4 28 7 18 25 14 10 30 12 17 27 15 19 11 13 34 21 6 35 2 8 24 20 9 23 22
 42 | 24 18 31 2 16 9 8 23 14 22 13 15 20 29 17 26 32 7 4 30 33 6 10 12 21 11 28 19 1 3 5 27 18 2 17 5 12 34 3 30 23 4 14 9 11 19 7 29 22 25 28 16 10 6 15 21 8 35 24 1 20 26 13 27
 43 | 2 18 13 35 26 21 23 34 15 16 30 11 14 3 8 36 9 20 5 22 12 17 25 24 19 10 6 28 27 7 1 29 6 19 18 24 22 10 7 33 11 23 16 8 12 28 35 4 26 34 32 20 5 31 9 25 17 15 14 27 1 2 21 13
 44 | 13 20 18 7 6 14 3 9 24 31 17 22 26 32 21 11 23 2 33 5 4 1 30 25 19 12 15 16 8 10 34 27 24 20 7 8 25 16 15 29 23 14 4 19 12 5 2 21 10 35 17 11 18 27 9 22 13 6 3 31 1 26 32 28
 45 | 1 4 2 6 32 20 24 13 22 17 23 3 8 33 29 34 19 28 27 9 11 30 21 7 15 25 26 12 14 10 5 16 28 16 22 27 9 35 14 7 15 31 18 5 32 19 8 23 3 13 26 6 4 17 2 20 11 29 1 10 24 30 12 25
 46 | 29 23 22 8 18 26 11 6 15 24 4 31 3 16 10 21 30 19 28 9 25 5 1 20 12 14 7 27 17 2 13 32 7 24 30 10 2 8 25 3 11 28 33 26 16 4 34 9 6 1 5 19 12 15 29 27 21 13 18 20 23 17 35 22
 47 | 5 28 25 22 18 2 19 14 4 17 8 26 20 7 6 11 16 9 30 15 10 32 3 29 23 13 12 21 24 1 27 31 33 29 14 16 13 12 23 31 1 17 15 9 4 11 18 7 26 10 8 6 20 22 27 5 3 28 19 2 25 24 21 34
 48 | 21 5 19 24 4 6 28 33 27 8 2 1 3 32 18 26 16 7 20 15 11 23 10 17 25 14 12 31 22 13 9 29 22 5 13 7 20 11 18 3 32 34 12 35 28 10 17 33 30 24 2 36 6 14 4 1 23 15 16 29 8 37 25 19
 49 | 16 2 17 10 11 18 19 1 29 28 14 20 33 30 32 23 15 34 13 12 24 8 7 26 5 4 3 27 25 9 21 22 9 14 24 15 11 31 10 5 26 19 2 1 7 28 13 21 20 25 12 22 18 4 8 29 16 27 3 30 6 32 17 35
 50 | 33 34 27 13 19 26 5 29 28 4 21 23 1 35 7 6 11 15 17 30 12 22 14 10 2 24 25 9 18 8 3 16 18 8 27 7 2 5 24 10 22 31 19 1 12 6 13 30 28 14 25 16 26 20 21 15 17 3 29 4 32 33 11 9
 51 | 24 18 8 6 25 7 2 28 26 10 9 12 32 33 11 3 27 21 20 30 17 13 5 29 15 23 19 4 34 1 22 16 22 4 10 7 20 29 1 27 19 2 28 21 6 5 34 13 3 17 15 31 9 18 16 12 24 30 14 26 8 11 25 23
 52 | 7 26 19 1 3 27 25 16 12 17 33 10 32 6 8 20 28 13 14 5 9 29 34 21 23 22 24 18 11 15 4 2 31 20 25 24 5 3 22 2 6 30 17 23 10 21 13 27 16 1 4 19 33 8 32 9 7 18 11 15 26 12 28 14
 53 | 11 5 27 19 33 9 28 10 1 16 15 6 4 8 20 13 23 3 24 34 7 22 2 25 18 14 21 17 12 29 32 26 5 16 35 22 25 28 1 26 11 12 4 7 23 24 21 3 29 20 34 8 10 6 27 9 2 17 13 30 15 14 31 18
 54 | 18 24 29 4 15 31 11 13 8 9 7 14 19 27 6 28 23 17 2 20 5 25 16 1 22 12 3 26 30 10 21 32 9 29 23 6 16 5 33 22 17 26 3 21 27 13 19 2 34 15 25 7 12 24 28 1 20 4 18 14 30 8 10 11
 55 | 4 31 16 17 29 6 2 23 11 9 22 7 3 1 18 10 30 5 8 25 14 33 19 26 28 12 27 13 21 24 15 20 11 26 24 34 1 8 21 23 4 32 12 17 25 6 9 35 15 13 33 20 14 10 30 7 27 18 19 28 16 3 22 2
 56 | 10 14 19 3 26 2 9 21 33 28 7 27 1 12 5 22 23 6 29 13 17 18 25 8 15 24 4 20 31 34 11 30 7 30 13 27 26 24 17 23 12 31 14 10 2 22 20 34 16 9 29 18 19 4 11 25 32 5 21 35 1 15 6 8
 57 | 28 11 18 32 26 3 20 25 5 29 23 21 6 27 8 12 1 9 2 15 30 31 22 16 10 33 4 24 13 34 17 14 5 6 29 1 25 30 13 14 20 35 11 7 27 2 4 23 15 28 10 18 33 16 19 9 24 8 22 21 12 31 3 26
 58 | 16 17 21 31 26 14 8 32 13 22 10 15 5 29 19 1 12 27 3 18 30 11 20 4 28 33 23 24 7 6 9 2 7 5 10 25 26 30 19 18 8 14 13 16 15 22 23 1 11 12 20 34 4 17 9 27 31 28 29 2 6 21 3 24
 59 | 7 20 26 21 29 13 9 16 17 34 28 5 31 35 6 10 4 15 23 32 14 19 12 25 18 11 22 27 2 8 3 30 3 20 28 19 26 36 37 32 4 9 22 30 16 2 14 27 29 11 25 12 7 21 5 15 33 6 24 1 17 10 13 8
 60 | 22 8 18 5 21 9 1 31 11 28 29 12 14 33 17 3 26 24 10 23 4 30 16 19 7 6 13 34 2 20 32 27 15 8 20 2 1 6 31 22 24 19 14 7 23 29 34 13 4 35 26 30 10 5 11 27 3 18 17 9 12 25 28 21
 61 | 11 1 23 15 17 25 32 6 7 27 19 18 28 4 31 3 2 8 24 29 10 13 5 14 26 16 30 20 22 9 12 21 8 21 23 31 2 27 22 9 16 6 25 26 4 5 10 28 19 20 13 3 33 18 17 14 34 1 15 7 12 11 24 29
 62 | 2 11 18 29 5 8 24 21 20 14 25 34 10 26 31 22 9 6 13 28 19 4 23 3 17 35 36 16 7 1 33 12 35 15 25 3 28 13 16 10 18 20 22 9 31 23 6 26 4 21 11 27 19 29 2 24 1 5 7 32 30 12 17 8
 63 | 15 3 12 20 13 9 29 6 4 17 33 30 10 22 18 24 14 23 31 25 11 34 21 2 16 32 8 7 28 1 27 5 23 20 14 4 29 11 26 15 35 19 24 6 18 31 16 9 30 13 21 28 2 17 12 5 8 25 3 22 10 32 1 7
 64 | 25 21 6 20 4 28 11 10 23 3 9 2 17 5 29 19 31 27 7 13 32 14 22 15 30 1 16 18 26 8 12 24 26 28 7 8 3 2 18 31 33 10 19 1 23 24 17 5 32 20 13 4 27 11 34 30 25 12 21 29 6 14 9 15
 65 | 11 4 22 14 9 13 3 27 7 23 6 21 32 17 5 31 16 28 25 24 26 2 18 30 19 12 29 1 8 10 20 15 29 15 5 2 17 11 33 34 19 27 9 7 16 18 14 24 20 26 6 30 12 31 22 1 10 4 8 23 3 21 25 13
 66 | 22 10 14 32 33 9 20 6 12 8 4 27 24 25 23 3 18 28 21 16 7 17 15 26 5 31 11 19 34 2 30 1 30 14 5 17 15 4 31 13 25 20 12 9 27 18 7 3 28 19 11 26 1 23 29 8 16 33 6 2 10 24 21 22
 67 | 18 27 10 11 25 6 26 2 23 22 15 20 1 24 21 33 8 31 17 13 4 34 35 12 5 7 14 32 16 19 9 28 1 15 19 14 3 36 27 18 24 26 17 11 28 2 16 12 20 29 13 10 5 7 30 23 4 9 21 8 22 33 6 25
 68 | 26 2 4 31 1 6 15 21 19 7 17 11 24 14 18 25 8 23 29 5 10 13 33 9 20 12 27 30 28 22 3 32 31 2 21 34 4 11 12 35 14 36 27 26 18 5 6 17 3 1 8 25 10 15 13 23 22 32 24 19 7 20 29 16
 69 | 28 2 32 21 5 29 1 16 15 30 11 27 7 33 14 6 19 31 4 17 23 18 22 26 10 8 12 9 20 24 34 13 30 7 15 14 5 26 6 35 18 16 23 3 8 29 36 17 24 1 2 4 19 12 13 22 25 11 21 20 27 10 28 9
 70 | 6 10 27 7 8 5 23 11 33 28 29 12 25 17 20 21 18 4 22 31 34 3 2 1 14 24 19 30 32 26 9 16 7 10 26 3 2 28 20 18 6 30 31 25 5 1 11 19 13 14 15 16 8 21 9 33 22 27 4 12 29 32 17 24
 71 | 13 4 31 1 7 2 21 18 17 26 9 5 20 30 3 22 16 33 24 19 11 6 12 28 10 29 34 8 25 32 14 23 23 26 11 17 19 24 25 18 7 27 1 13 3 22 10 32 14 16 12 6 28 5 4 15 8 31 20 21 33 35 2 9
 72 | 12 20 24 6 26 4 1 3 22 10 2 33 11 17 28 7 23 8 25 13 29 31 5 19 21 27 14 30 15 16 34 9 22 11 16 35 5 25 20 23 4 1 10 29 13 6 30 31 18 21 36 24 19 27 2 9 32 12 3 8 7 14 17 26
 73 | 9 20 19 8 12 5 4 18 7 22 29 15 31 13 25 1 6 28 26 3 30 33 2 32 21 16 11 23 14 10 17 24 7 23 10 26 22 27 21 34 12 14 18 19 3 6 25 29 15 2 4 8 5 30 20 35 11 36 1 32 17 9 37 16
 74 | 14 13 11 6 7 26 2 10 29 16 4 3 12 21 25 20 28 31 5 19 22 24 30 8 18 15 17 27 9 32 23 1 31 33 4 28 2 7 10 34 24 29 5 12 15 22 32 21 16 14 13 1 8 6 23 30 27 3 9 18 11 17 26 19
 75 | 11 27 16 23 24 26 6 5 31 2 12 32 1 17 14 7 15 25 10 33 28 19 21 30 9 13 8 20 3 29 22 4 27 7 16 14 6 28 5 15 24 31 4 18 23 30 20 22 25 2 21 3 26 34 19 13 35 12 1 11 10 8 17 9
 76 | 8 31 23 6 32 22 15 10 25 3 14 4 7 20 16 30 17 24 2 9 21 11 33 26 13 12 18 5 1 28 27 29 27 30 6 12 14 28 17 22 26 2 7 24 10 8 21 34 4 19 25 29 18 31 11 3 33 23 1 15 5 13 20 9
 77 | 15 28 14 27 22 29 25 18 32 24 3 33 13 31 2 4 19 7 12 26 20 17 9 16 10 34 11 6 1 23 8 5 24 10 28 26 21 15 25 5 17 30 18 13 22 1 6 3 4 9 8 16 20 27 11 7 19 32 31 23 12 2 29 14
 78 | 34 33 21 16 7 14 18 23 1 20 19 29 10 28 2 12 4 11 15 24 13 22 30 17 6 5 8 32 26 9 35 27 32 25 24 4 21 18 9 5 28 3 10 13 2 30 36 11 22 23 17 15 27 1 33 31 16 29 7 34 20 12 6 19
 79 | 9 33 3 11 34 10 29 20 15 19 24 4 16 25 5 28 35 1 12 8 32 31 13 22 2 14 27 17 6 21 30 18 11 6 15 12 19 17 23 10 32 22 14 16 8 20 34 28 24 7 30 3 13 33 26 29 31 36 5 4 1 9 2 21
 80 | 10 14 19 17 2 1 32 9 33 26 16 5 18 27 22 8 25 4 29 24 12 34 23 6 21 13 15 11 20 3 28 7 16 7 35 5 1 29 15 25 2 11 32 36 19 26 17 18 9 31 24 23 6 14 4 13 12 10 8 20 3 30 27 21
 81 | 8 5 33 26 13 16 14 24 21 4 22 20 18 12 9 27 17 3 19 6 29 10 32 1 15 7 11 30 25 2 28 23 3 26 4 31 12 7 29 17 1 19 16 23 9 34 2 11 6 24 5 15 18 21 8 14 35 22 25 20 27 36 30 13
 82 | 13 6 5 11 31 17 4 16 25 23 24 12 3 33 27 14 28 34 35 8 22 2 9 20 18 21 7 29 19 1 15 10 3 11 4 10 12 29 30 8 5 35 31 2 21 19 7 22 32 13 15 26 27 14 28 18 9 16 6 17 24 25 1 20
 83 | 26 23 31 1 13 9 10 33 2 3 28 7 21 18 17 15 24 5 29 34 4 32 22 14 11 6 19 27 25 20 8 16 8 16 35 17 30 28 19 24 20 25 15 11 34 3 14 4 2 10 5 22 21 6 23 13 12 33 1 9 27 7 26 29
 84 | 31 2 25 15 6 27 8 4 1 9 10 12 30 33 18 17 23 28 26 11 5 3 19 7 34 24 22 20 21 14 13 16 29 2 4 13 22 5 15 23 28 1 11 27 24 19 14 32 12 20 34 7 6 35 17 9 8 25 18 21 3 16 26 10
 85 | 34 2 20 9 3 5 21 18 4 19 17 24 16 12 31 13 27 10 15 25 11 35 7 6 28 22 30 1 23 14 36 8 32 20 2 33 3 6 31 16 12 29 4 18 7 26 14 30 1 19 21 9 27 11 13 5 22 24 23 10 17 8 37 28
 86 | 13 3 22 24 28 14 2 12 31 32 1 7 9 33 26 15 30 25 5 27 10 20 11 6 8 18 29 21 4 17 19 16 5 24 2 19 9 29 18 16 4 34 14 22 10 27 21 26 20 12 8 6 30 15 23 7 11 13 17 32 1 31 3 28
 87 | 22 27 31 14 1 13 24 30 9 12 4 6 7 34 18 20 8 5 32 29 11 28 3 26 19 10 23 16 35 15 17 21 27 33 36 15 24 23 14 30 35 32 12 31 13 8 16 20 1 11 28 3 19 10 2 6 29 21 25 18 5 7 4 22
 88 | 22 12 32 21 30 8 10 7 15 27 16 18 19 17 13 4 1 25 14 31 6 23 5 26 20 3 2 9 29 24 33 28 16 4 14 23 2 21 34 20 29 27 8 25 15 1 13 17 12 6 26 5 3 11 19 22 10 7 35 24 18 30 9 32
 89 | 23 20 17 18 25 8 16 34 4 9 3 7 28 31 35 13 36 6 19 24 33 32 1 27 21 14 15 5 2 11 12 10 22 21 3 15 17 5 11 30 31 34 10 23 14 4 27 19 9 2 24 18 8 7 12 32 13 25 1 6 16 26 29 37
 90 | 5 7 33 14 34 1 29 24 13 12 30 16 4 26 20 10 19 35 18 11 2 15 22 3 8 27 6 23 28 32 25 17 36 28 32 15 4 29 10 24 1 9 5 22 20 19 6 18 12 27 7 26 3 14 2 23 21 16 31 17 25 8 35 11
 91 | 2 13 20 10 31 3 17 7 1 30 4 14 22 19 25 27 29 16 5 28 15 21 9 32 8 24 26 12 11 6 23 18 16 33 8 34 30 24 13 3 14 11 28 9 17 32 7 19 23 2 1 25 22 15 26 35 27 10 6 18 12 21 5 20
 92 | 4 10 33 15 25 3 32 20 34 7 2 9 35 12 1 11 8 24 28 23 13 30 6 19 17 16 36 26 21 18 31 22 14 18 10 21 17 28 15 23 19 20 13 16 25 22 26 11 31 5 1 3 29 32 4 24 30 9 6 7 8 27 12 2
 93 | 9 19 2 20 29 17 30 1 13 21 10 31 22 27 5 7 3 6 14 4 15 12 24 25 32 8 28 18 23 26 11 16 10 7 14 28 21 30 3 13 15 25 8 33 16 17 5 34 31 20 32 18 9 4 1 26 24 11 6 23 22 12 19 2
 94 | 35 24 15 13 10 14 4 26 20 36 25 30 3 22 18 7 12 8 16 23 31 34 21 19 17 1 9 28 5 2 6 29 3 24 26 32 30 4 9 20 8 14 16 31 13 11 37 27 23 21 6 7 2 34 29 19 33 36 10 18 15 5 12 1
 95 | 34 5 23 26 6 18 32 8 7 33 30 11 17 3 9 14 21 10 29 19 24 1 31 12 15 2 25 4 22 13 35 16 7 24 8 9 11 21 13 36 3 32 16 26 6 31 17 1 20 27 19 30 2 12 14 4 29 5 37 28 10 15 23 18
 96 | 8 13 12 14 30 15 21 19 2 33 27 4 34 16 6 20 11 3 9 1 22 31 26 24 7 25 10 23 28 5 18 17 18 10 27 17 16 9 5 25 13 21 8 29 7 26 6 22 4 30 2 3 11 33 19 15 35 23 14 24 12 20 32 1
 97 | 10 19 26 14 13 30 2 5 11 17 3 6 15 1 12 20 27 23 4 29 18 25 33 31 9 32 24 22 28 21 8 16 14 32 12 8 17 34 2 7 10 4 11 5 13 27 21 15 20 22 29 30 3 18 23 33 25 26 1 6 35 16 9 28
 98 | 27 8 21 18 17 32 19 3 6 2 30 9 10 7 26 22 16 20 5 15 11 33 25 29 28 4 12 1 13 14 24 23 1 22 18 15 25 27 34 10 16 13 6 20 3 29 11 7 31 17 19 5 12 33 30 23 8 28 26 9 2 21 14 4
 99 | 5 15 22 1 26 32 12 18 23 20 33 3 21 28 25 17 13 14 7 4 8 6 31 24 19 11 2 16 34 35 27 9 2 15 23 3 20 1 11 30 22 24 18 31 9 10 7 34 14 26 6 16 32 12 8 17 29 27 5 25 21 19 13 4
100 | 4 24 10 5 19 23 18 29 15 17 12 9 28 11 7 32 6 3 31 20 25 27 2 13 8 30 14 16 21 1 26 22 22 10 20 15 29 17 24 8 30 16 28 3 2 12 33 32 9 18 31 23 14 5 25 13 27 19 11 1 26 4 6 21
101 | 34 23 25 28 6 21 30 15 3 33 18 22 7 12 9 1 13 26 11 5 24 16 4 20 14 27 17 8 10 2 32 19 7 35 30 11 18 28 29 2 13 3 33 34 25 10 21 12 8 27 14 20 23 31 24 22 17 5 6 36 15 1 26 37
102 | 18 5 30 27 32 6 8 2 4 7 20 9 28 31 19 22 3 26 24 16 12 14 15 25 23 11 21 10 13 17 33 1 1 10 19 4 34 24 35 16 7 13 5 23 31 27 28 2 17 15 25 32 6 29 12 22 11 33 18 9 14 3 26 8
Time to get 16 solutions: 169.0813ms
Score: 1425
  1 | 5 31 16 29 8 28 10 19 7 11 23 26 21 17 3 2 14 6 15 9 4 22 20 30 12 24 32 13 1 25 27 18 21 12 33 6 25 32 10 34 24 11 29 35 9 4 15 23 13 19 27 3 31 2 16 7 22 8 17 18 1 14 28 5
  2 | 4 28 8 23 15 5 12 14 26 25 29 30 16 7 20 3 6 13 19 21 11 32 1 10 33 2 17 18 22 9 27 24 16 2 14 5 30 6 11 34 7 25 23 13 20 21 35 10 29 1 27 8 15 17 26 9 28 24 31 22 3 4 18 19
